,index,files,repo
390,69082,.gff,dryad
391,69082,.fa,dryad
392,69082,.vcf.zip,dryad
393,69082,.txt.zip,dryad
394,69082,.zip,dryad
395,69409,.fa.gz,dryad
396,70600,.docx,dryad
397,70600,.csv,dryad
398,70600,.vcf.gz,dryad
399,70600,.fastq.gz,dryad
400,70600,.txt,dryad
401,71186,.tif,dryad
402,72033,.1093_dryad_syab048v2.zip,dryad
403,72074,.phylip,dryad
404,72074,.ustr,dryad
405,72074,.tre,dryad
406,72074,.u.snps.phy,dryad
407,72074,.charsets,dryad
408,72074,.txt,dryad
409,72366,.txt,dryad
410,72366,.csv,dryad
411,72366,.zip,dryad
412,72738,.zip.010,dryad
413,72738,.zip.018,dryad
414,72738,.zip.007,dryad
415,72738,.zip.019,dryad
416,72738,.zip.001,dryad
417,72738,.zip.003,dryad
418,72738,.zip.005,dryad
419,72738,.zip.008,dryad
420,72738,.zip.016,dryad
421,72738,.zip.012,dryad
422,72738,.zip.014,dryad
423,72738,.7z,dryad
424,72738,.zip,dryad
425,72738,.zip.004,dryad
426,72738,.zip.017,dryad
427,72738,.zip.002,dryad
428,72738,.zip.009,dryad
429,72738,.zip.006,dryad
430,72738,.zip.015,dryad
431,72738,.zip.011,dryad
432,72738,.txt,dryad
433,72738,.zip.013,dryad
434,72784,.xlsx,dryad
435,73333,.sbx,dryad
436,73333,.xlsx,dryad
437,73333,.shp,dryad
438,73333,.dta,dryad
439,73333,.csv,dryad
440,73333,.sbn,dryad
441,73333,.shx,dryad
442,73333,.CPG,dryad
443,73333,.shp.xml,dryad
444,73333,.dbf,dryad
445,73333,.cpg,dryad
446,73333,.prj,dryad
447,74295,.xlsx,dryad
448,74295,.csv,dryad
449,74295,.zip,dryad
450,74809,.xlsx,dryad
451,74809,.docx,dryad
452,74813,.jpg,dryad
453,75213,.txt,dryad
454,75213,.zip,dryad
455,75341,.txt,dryad
456,75341,.csv,dryad
457,75382,.xlsx,dryad
458,75382,.txt,dryad
459,76899,.xlsx,dryad
460,76899,.txt,dryad
461,77162,.md,dryad
462,77162,.tar.gz,dryad
463,78183,.zip,dryad
464,78209,.tar.gz,dryad
465,78239,.txt,dryad
466,78239,.csv,dryad
467,78962,.txt,dryad
468,78962,.zip,dryad
469,79987,.nex,dryad
470,79987,.txt.best_model.nex_copy,dryad
471,79987,.Allsamples_txt.contree.tre,dryad
472,79987,.tre,dryad
473,79987,.txt.contree.tre,dryad
474,79987,.zip,dryad
